4133.717773,4116.794922,4081.153809,4176.153809,4119.358887,4157.820313,4137.94873,4169.102539,4125,4122.179688,4100.641113,4118.717773,4150,4152.94873
4202.563965,4234.615234,4201.538574,4249.358887,4237.436035,4171.538574,4228.974121,4248.077148,4242.179688,4242.307617,4235.641113,4241.282227,4259.487305,4230.641113
4138.589844,4159.487305,4115,4166.794922,4141.153809,4153.717773,4133.974121,4137.94873,4132.179688,4116.666504,4080.256348,4099.743652,4100.769043,4123.077148
4160.897461,4151.410156,4185.641113,4191.666504,4158.717773,4155.769043,4151.922852,4132.94873,4143.846191,4155.512695,4153.974121,4166.025879,4092.307617,4154.358887
4166.282227,4165.897461,4228.461426,4169.358887,4174.358887,4164.615234,4189.102539,4174.102539,4171.666504,4172.94873,4184.230957,4176.282227,4156.922852,4171.282227
4146.794922,4148.717773,4148.846191,4150.384766,4152.307617,4157.179688,4142.692383,4154.230957,4136.794922,4125.769043,4128.974121,4135.641113,4089.743652,4138.846191
4152.563965,4171.410156,4276.153809,4251.025879,4147.179688,4156.538574,4144.743652,4137.563965,4127.179688,4137.179688,4092.820557,4147.563965,4098.461426,4153.589844
4154.871582,4103.717773,4069.615479,4157.05127,4152.436035,4156.410156,4151.922852,4153.333496,4155.897461,4146.153809,4141.794922,4138.205078,4129.615234,4137.179688
4141.282227,4185.769043,4173.461426,4167.307617,4153.077148,4154.615234,4150.128418,4138.333496,4126.922852,4130.897461,4115.384766,4122.820313,4133.717773,4134.230957
4190.512695,4217.94873,4221.153809,4204.487305,4185.641113,4168.717773,4184.487305,4183.717773,4173.589844,4179.102539,4164.230957,4187.436035,4158.846191,4172.05127
4150.897461,4134.615234,4135.769043,4130.256348,4151.666504,4156.153809,4108.589844,4154.102539,4139.487305,4138.589844,4152.94873,4138.589844,4124.487305,4177.05127
4137.179688,4115.512695,4191.153809,4141.794922,4133.974121,4157.692383,4137.94873,4144.102539,4128.333496,4141.025879,4143.333496,4143.717773,4143.717773,4186.794922
4102.563965,4022.564209,4151.922852,4008.846191,4081.025635,4146.922852,4098.846191,4095.641113,4109.615234,4134.871582,4225.384766,4139.743652,4112.307617,4125.384766
4190,4228.589844,4170.384766,4234.871582,4215,4166.922852,4205.384766,4217.05127,4206.025879,4204.230957,4204.615234,4201.538574,4167.436035,4187.436035
4168.974121,4197.307617,4213.589844,4198.461426,4173.846191,4157.94873,4175.256348,4165,4173.717773,4180.128418,4184.487305,4165.769043,4177.820313,4203.589844
4144.358887,4170.384766,4122.307617,4239.487305,4140.512695,4160.641113,4138.589844,4125.128418,4119.871582,4103.461426,4045.641113,4102.94873,4101.282227,4121.538574
4174.358887,4215.897461,4038.076904,4201.666504,4181.794922,4165.641113,4170.769043,4185.897461,4176.538574,4183.846191,4163.461426,4166.794922,4197.307617,4165.128418
4168.077148,4119.230957,4161.794922,4059.487061,4145.769043,4156.538574,4181.282227,4187.94873,4190.128418,4187.05127,4227.05127,4182.307617,4108.717773,4223.205078
4160.512695,4119.743652,4206.538574,4091.794922,4153.717773,4157.94873,4171.538574,4190.128418,4181.794922,4203.974121,4282.563965,4213.333496,4224.871582,4286.538574
4176.410156,4110.384766,4231.538574,4128.717773,4166.410156,4155.769043,4175,4182.307617,4181.922852,4179.487305,4219.487305,4181.794922,4229.615234,4159.230957
