4165.641113,4202.179688,4150.512695,4180.512695,4162.179688,4151.922852,4152.179688,4140.769043,4138.333496,4120.128418,4054.358887,4115.641113,4105,4153.077148,0
4162.179688,4189.615234,4147.692383,4175.641113,4154.615234,4151.666504,4149.615234,4140.897461,4137.307617,4118.205078,4051.025635,4111.794922,4102.436035,4150.641113,0
4159.358887,4186.922852,4147.436035,4173.974121,4151.153809,4155.512695,4148.974121,4143.461426,4138.846191,4121.410156,4053.718018,4112.692383,4104.102539,4149.743652,0
4158.974121,4196.410156,4150.769043,4176.794922,4154.102539,4161.410156,4150.512695,4147.820313,4143.589844,4129.487305,4062.564209,4117.820313,4111.666504,4151.410156,0
4161.025879,4211.410156,4155.769043,4182.94873,4161.025879,4165.512695,4153.205078,4151.922852,4150,4138.846191,4073.333252,4123.846191,4121.922852,4154.487305,0
4163.589844,4221.922852,4159.615234,4189.102539,4167.179688,4165.641113,4155.256348,4153.717773,4155.128418,4145,4080.512939,4127.436035,4129.871582,4156.410156,0
4165.128418,4220.897461,4160.128418,4191.794922,4169.615234,4162.05127,4155.128418,4152.307617,4157.05127,4145.512695,4080.769287,4127.563965,4132.307617,4156.153809,0
4165.512695,4209.230957,4157.692383,4189.487305,4168.589844,4158.077148,4153.205078,4148.461426,4155.769043,4141.666504,4075.897461,4125.256348,4129.871582,4154.487305,0
4165.128418,4194.615234,4154.743652,4184.871582,4166.922852,4156.666504,4150.897461,4144.871582,4152.820313,4137.436035,4070.769287,4123.461426,4126.538574,4153.333496,0
4165,4186.794922,4153.974121,4182.692383,4167.563965,4159.487305,4150.897461,4144.102539,4150.897461,4137.05127,4070.897461,4124.871582,4127.05127,4154.743652,0
4166.922852,4191.282227,4157.692383,4187.05127,4171.410156,4165.384766,4155.512695,4147.692383,4152.307617,4142.179688,4078.205078,4131.410156,4132.820313,4159.743652,0
4172.563965,4205.897461,4165.897461,4197.94873,4178.077148,4170.512695,4165,4154.487305,4157.94873,4151.153809,4090.769287,4142.436035,4142.436035,4168.333496,0
4181.794922,4222.94873,4176.025879,4210.769043,4185.641113,4172.05127,4176.153809,4162.05127,4166.410156,4160.897461,4103.717773,4155.512695,4151.922852,4177.94873,0
4191.410156,4234.358887,4184.615234,4219.743652,4192.179688,4169.615234,4184.230957,4168.333496,4174.615234,4168.077148,4112.436035,4166.794922,4158.205078,4185.384766,0
4197.05127,4236.410156,4188.461426,4221.153809,4196.025879,4165.897461,4185.769043,4171.922852,4179.743652,4171.794922,4115,4173.077148,4160.512695,4188.077148,0
4196.794922,4230.128418,4186.794922,4215.769043,4195.897461,4163.589844,4181.025879,4172.307617,4180.769043,4172.820313,4112.179688,4172.94873,4159.871582,4185.512695,0
4192.05127,4218.974121,4181.410156,4207.563965,4192.05127,4163.077148,4173.717773,4169.743652,4178.333496,4171.538574,4107.307617,4167.692383,4158.077148,4179.487305,0
4185.641113,4206.922852,4175.256348,4200.641113,4186.282227,4163.077148,4168.077148,4165.384766,4173.974121,4168.333496,4103.846191,4160.769043,4155.512695,4172.820313,0
4180.897461,4197.307617,4170.641113,4197.563965,4181.282227,4162.05127,4166.538574,4161.025879,4169.871582,4163.589844,4103.333496,4156.153809,4152.820313,4168.461426,0
4179.358887,4192.307617,4168.846191,4197.94873,4178.974121,4159.615234,4167.94873,4158.461426,4167.307617,4158.974121,4104.743652,4154.743652,4150.512695,4167.820313,0
4180.769043,4191.666504,4169.230957,4199.615234,4180,4157.563965,4169.871582,4158.846191,4167.307617,4155.769043,4106.282227,4155.512695,4149.230957,4170,0
4183.589844,4193.974121,4170.641113,4200.897461,4182.563965,4157.692383,4170.512695,4161.922852,4169.487305,4155.512695,4106.538574,4156.410156,4149.102539,4173.205078,0
4186.153809,4197.179688,4171.666504,4201.666504,4184.615234,4160,4170.384766,4166.666504,4173.205078,4158.717773,4106.666504,4156.922852,4150,4175.384766,0
4188.333496,4200.641113,4172.05127,4203.333496,4185.128418,4163.461426,4171.153809,4171.922852,4177.94873,4164.871582,4108.461426,4158.333496,4151.410156,4176.025879,0
4190.769043,4204.615234,4172.307617,4206.922852,4184.487305,4166.282227,4173.974121,4176.794922,4183.077148,4172.179688,4112.94873,4161.666504,4153.205078,4176.410156,0
4193.461426,4209.102539,4173.846191,4211.666504,4184.743652,4167.436035,4178.205078,4181.153809,4187.94873,4177.94873,4119.230957,4166.794922,4155,4178.205078,0
4195.384766,4213.333496,4177.179688,4215.897461,4187.05127,4167.436035,4182.05127,4184.102539,4191.153809,4180.512695,4124.487305,4171.538574,4155.641113,4181.410156,0
4195.512695,4216.025879,4181.282227,4217.94873,4191.025879,4166.922852,4184.230957,4185.256348,4191.794922,4179.615234,4126.410156,4173.461426,4153.974121,4184.487305,0
4194.487305,4217.05127,4184.102539,4218.077148,4194.871582,4166.922852,4184.743652,4185,4190.256348,4177.179688,4124.871582,4171.922852,4150.128418,4186.025879,0
4193.589844,4217.307617,4183.974121,4217.436035,4197.436035,4167.563965,4184.743652,4184.358887,4187.94873,4174.871582,4122.307617,4168.846191,4145.384766,4185.384766,0
4193.589844,4217.94873,4181.538574,4217.05127,4198.717773,4168.205078,4185,4184.358887,4187.692383,4174.102539,4121.025879,4166.922852,4141.922852,4184.102539,0
4194.358887,4219.487305,4178.846191,4217.179688,4199.615234,4167.692383,4185.769043,4185.384766,4190.384766,4175.256348,4121.922852,4167.563965,4141.025879,4183.846191,0
4195.256348,4221.282227,4177.692383,4217.820313,4200.897461,4166.153809,4186.922852,4187.692383,4194.871582,4178.205078,4123.717773,4169.230957,4142.692383,4185.384766,0
4195.128418,4220.769043,4178.589844,4218.974121,4201.794922,4164.230957,4188.077148,4190.256348,4198.717773,4181.922852,4124.487305,4169.743652,4145.897461,4187.820313,0
4193.077148,4215.384766,4180.256348,4220,4201.025879,4162.179688,4188.717773,4191.666504,4200,4184.102539,4122.307617,4167.692383,4147.563965,4188.846191,0
4189.358887,4203.717773,4180.128418,4218.974121,4197.179688,4160,4187.307617,4190,4197.436035,4181.794922,4116.794922,4163.077148,4145.256348,4186.666504,0
4185.256348,4189.743652,4176.794922,4214.487305,4190.769043,4157.563965,4182.94873,4184.871582,4191.538574,4174.487305,4108.846191,4157.05127,4137.94873,4180.769043,0
4182.179688,4179.871582,4171.282227,4207.563965,4183.974121,4155.769043,4177.05127,4177.94873,4184.615234,4165,4100.769043,4151.922852,4128.717773,4173.589844,0
4181.025879,4178.077148,4166.410156,4201.410156,4180,4155.641113,4171.794922,4171.794922,4179.487305,4157.563965,4095.641113,4149.358887,4122.436035,4168.077148,0
4181.153809,4182.94873,4165,4198.846191,4180.256348,4157.05127,4168.717773,4167.692383,4177.692383,4154.743652,4094.487061,4149.871582,4121.538574,4165.641113,0
4181.538574,4190.128418,4167.05127,4199.743652,4183.846191,4159.102539,4167.692383,4166.282227,4177.692383,4154.743652,4096.153809,4151.666504,4124.230957,4165.641113,0
4181.410156,4196.153809,4169.358887,4201.282227,4187.692383,4160,4167.307617,4166.153809,4176.282227,4153.974121,4097.436035,4151.922852,4125.897461,4166.025879,0
4180.512695,4200.512695,4168.974121,4200.512695,4188.846191,4159.102539,4165.641113,4165.769043,4171.922852,4150.512695,4095.769287,4149.358887,4123.461426,4165.256348,0
4179.102539,4204.358887,4165.769043,4197.05127,4187.05127,4157.179688,4162.307617,4164.358887,4166.410156,4146.025879,4091.153809,4144.743652,4117.436035,4163.717773,0
4178.717773,4207.820313,4162.692383,4193.717773,4183.717773,4156.282227,4159.102539,4163.333496,4163.205078,4143.717773,4087.307617,4141.538574,4112.05127,4163.333496,0
4180.128418,4209.743652,4163.205078,4192.94873,4181.666504,4157.94873,4158.974121,4164.358887,4164.871582,4146.153809,4088.076904,4143.333496,4111.410156,4165.512695,0
4182.820313,4208.461426,4167.436035,4195,4182.563965,4161.666504,4162.94873,4168.077148,4170.897461,4152.563965,4094.487061,4150.512695,4116.538574,4168.974121,0
4184.230957,4204.615234,4171.922852,4197.307617,4185.512695,4165,4169.230957,4171.922852,4177.05127,4158.846191,4103.077148,4158.717773,4124.230957,4171.153809,0
4182.436035,4201.153809,4172.307617,4196.410156,4187.307617,4165.512695,4173.333496,4172.820313,4179.230957,4161.153809,4108.077148,4161.922852,4129.487305,4170.641113,0
4178.333496,4201.794922,4167.307617,4191.282227,4185.641113,4162.820313,4171.922852,4168.589844,4175.769043,4158.333496,4106.282227,4157.692383,4128.589844,4167.94873,0
4174.615234,4206.025879,4160,4183.974121,4180.641113,4158.589844,4165.769043,4161.282227,4169.358887,4152.94873,4099.102539,4148.846191,4122.307617,4164.615234,0
4173.205078,4209.230957,4154.230957,4179.102539,4175,4155.384766,4159.487305,4155.512695,4164.487305,4149.102539,4091.794922,4141.666504,4114.358887,4162.179688,0
4174.102539,4205.897461,4152.563965,4179.487305,4171.922852,4154.487305,4157.05127,4155,4164.487305,4148.846191,4089.487061,4139.871582,4108.717773,4161.153809,0
4175.128418,4195.256348,4154.487305,4183.589844,4172.307617,4155.897461,4160.128418,4160.128418,4169.615234,4151.282227,4093.461426,4143.205078,4106.922852,4161.153809,0
4174.615234,4182.820313,4157.436035,4187.436035,4175.384766,4158.333496,4166.282227,4167.05127,4176.666504,4153.333496,4100.641113,4147.820313,4108.205078,4161.922852,0
4172.820313,4177.307617,4158.589844,4187.307617,4178.461426,4160,4171.666504,4171.538574,4181.153809,4153.461426,4106.153809,4149.743652,4110.641113,4163.077148,0
4170.641113,4183.077148,4157.307617,4182.563965,4179.358887,4159.358887,4172.563965,4171.153809,4180.897461,4152.307617,4107.436035,4147.820313,4112.05127,4164.615234,0
4169.487305,4196.153809,4154.743652,4175.769043,4176.922852,4156.922852,4167.820313,4166.538574,4176.794922,4151.538574,4105.128418,4143.589844,4111.666504,4166.025879,0
4170,4206.794922,4153.205078,4170.512695,4172.179688,4154.358887,4159.487305,4160.384766,4172.307617,4151.538574,4102.692383,4140.512695,4109.871582,4166.282227,0
4172.05127,4207.820313,4154.230957,4169.615234,4168.589844,4154.102539,4152.179688,4155.384766,4170.128418,4152.563965,4102.563965,4141.025879,4108.589844,4165.256348,0
4175.128418,4200.384766,4157.820313,4173.846191,4168.974121,4156.794922,4150.384766,4153.717773,4171.410156,4155,4105.897461,4145.769043,4110.641113,4164.487305,0
4178.589844,4191.794922,4163.333496,4182.179688,4173.717773,4161.538574,4155.256348,4156.282227,4175.897461,4160.384766,4112.307617,4153.589844,4117.820313,4166.794922,0
4182.307617,4188.974121,4169.615234,4191.025879,4180.384766,4166.410156,4163.974121,4162.94873,4182.820313,4169.358887,4120.512695,4161.922852,4128.717773,4173.077148,0
4185.128418,4193.717773,4175.128418,4196.794922,4185.769043,4169.871582,4171.794922,4171.794922,4191.153809,4180.256348,4128.717773,4168.333496,4139.615234,4181.025879,0
4186.282227,4202.436035,4178.461426,4196.794922,4188.461426,4170.512695,4175.128418,4180.256348,4198.974121,4188.717773,4134.743652,4171.410156,4145.897461,4186.538574,0
4185.128418,4209.743652,4178.461426,4192.179688,4188.589844,4168.717773,4173.974121,4185.256348,4203.461426,4191.922852,4137.436035,4171.025879,4146.025879,4186.922852,0
4182.820313,4212.307617,4175.897461,4186.538574,4187.05127,4165.769043,4170.641113,4185.512695,4202.94873,4190,4137.436035,4168.461426,4142.05127,4183.077148,0
4180.897461,4209.871582,4172.563965,4183.333496,4184.615234,4162.563965,4167.563965,4181.410156,4197.820313,4186.282227,4136.794922,4166.153809,4138.077148,4178.589844,0
4180.128418,4205,4170.769043,4183.717773,4181.666504,4159.615234,4166.410156,4175.769043,4191.025879,4183.846191,4137.307617,4166.153809,4137.307617,4176.538574,0
4180,4200.897461,4171.025879,4185.512695,4178.846191,4157.307617,4166.922852,4171.410156,4185.641113,4183.333496,4138.717773,4168.461426,4139.487305,4177.436035,0
4179.615234,4199.871582,4171.666504,4185.641113,4176.282227,4156.410156,4167.692383,4169.358887,4183.077148,4183.077148,4138.846191,4170.512695,4141.282227,4179.358887,0
4178.717773,4201.153809,4171.025879,4182.563965,4173.846191,4157.307617,4167.692383,4168.974121,4182.436035,4181.153809,4135.769043,4169.102539,4139.102539,4179.230957,0
4177.692383,4202.563965,4168.974121,4177.307617,4171.922852,4159.615234,4166.794922,4168.717773,4182.179688,4176.922852,4129.871582,4164.743652,4133.077148,4176.410156,0
4177.436035,4202.307617,4167.179688,4172.563965,4171.922852,4162.563965,4166.410156,4168.333496,4181.410156,4172.307617,4124.358887,4161.025879,4126.666504,4172.307617,0
4178.717773,4199.871582,4167.563965,4170.769043,4174.487305,4165,4167.820313,4168.717773,4180.897461,4169.487305,4122.436035,4161.410156,4124.102539,4170.256348,0
4181.538574,4196.410156,4170.128418,4172.307617,4178.461426,4165.769043,4169.743652,4169.743652,4181.025879,4169.743652,4124.487305,4165.384766,4126.410156,4172.05127,0
4183.846191,4193.461426,4173.077148,4174.615234,4180.641113,4163.589844,4169.487305,4170.128418,4181.153809,4171.410156,4127.563965,4168.589844,4130.512695,4176.282227,0
4183.461426,4192.179688,4173.589844,4174.871582,4178.974121,4159.487305,4165,4167.692383,4179.743652,4172.05127,4128.205078,4166.794922,4132.179688,4178.846191,0
4180.256348,4193.333496,4171.153809,4172.436035,4174.358887,4156.153809,4158.205078,4162.179688,4176.153809,4170.512695,4125.641113,4160,4129.871582,4178.077148,0
4176.410156,4197.307617,4167.94873,4168.846191,4169.871582,4155.769043,4152.692383,4155.769043,4171.538574,4168.205078,4121.794922,4152.563965,4125.512695,4175.384766,0
4174.230957,4202.179688,4166.538574,4166.666504,4168.077148,4158.461426,4151.410156,4151.794922,4168.333496,4166.282227,4119.615234,4149.102539,4122.179688,4173.077148,0
4173.974121,4204.102539,4167.692383,4166.538574,4168.717773,4161.794922,4153.333496,4151.666504,4167.563965,4164.615234,4119.743652,4149.871582,4121.282227,4171.666504,0
4173.974121,4200.384766,4169.102539,4167.179688,4169.615234,4162.820313,4156.025879,4153.589844,4168.333496,4162.05127,4120,4151.794922,4121.538574,4169.871582,0
4173.461426,4192.179688,4168.077148,4166.666504,4169.487305,4160.897461,4157.307617,4154.487305,4168.717773,4158.205078,4118.205078,4152.307617,4121.025879,4166.410156,0
4172.94873,4184.743652,4164.743652,4165.128418,4168.589844,4158.205078,4157.692383,4153.333496,4167.436035,4154.871582,4115,4151.538574,4119.358887,4163.333496,0
