4159.743652,4158.205078,4157.563965,4120,4160.512695,4159.871582,4168.974121,4147.436035,4181.922852,4183.333496,4215.769043,4166.666504,4143.333496,4155.897461
4158.846191,4163.077148,4153.077148,4167.179688,4207.94873,4160.641113,4142.692383,4135.256348,4142.563965,4142.436035,4139.230957,4174.102539,4150.897461,4209.230957
4167.692383,4196.410156,4235.641113,4203.717773,4185.384766,4160.384766,4170.769043,4167.563965,4177.307617,4179.487305,4161.922852,4161.666504,4214.230957,4183.077148
4146.025879,4173.077148,4205.128418,4142.436035,4153.589844,4162.307617,4152.05127,4152.179688,4152.820313,4155.897461,4155.641113,4152.563965,4143.205078,4139.358887
4150.384766,4184.358887,4142.436035,4167.436035,4183.333496,4160.256348,4143.974121,4142.05127,4150,4151.794922,4135.641113,4149.743652,4172.94873,4188.846191
4165.384766,4204.102539,4140.256348,4202.436035,4170.256348,4171.538574,4170.897461,4163.846191,4156.666504,4170.641113,4154.871582,4168.461426,4177.563965,4175.641113
4127.307617,4129.230957,4148.461426,4112.436035,4146.153809,4162.692383,4140.256348,4134.871582,4138.974121,4155,4163.077148,4180,4133.846191,4148.205078
4161.153809,4165.769043,4138.205078,4148.974121,4154.358887,4156.410156,4157.436035,4147.820313,4156.410156,4161.922852,4171.538574,4165.897461,4158.846191,4184.743652
4158.589844,4120.897461,4053.461426,4092.692383,4166.922852,4160.128418,4187.563965,4198.974121,4203.205078,4204.230957,4247.820313,4185.128418,4203.205078,4178.077148
4163.589844,4182.563965,4098.846191,4176.282227,4159.230957,4161.922852,4162.94873,4168.974121,4168.589844,4150.769043,4152.05127,4153.333496,4111.153809,4150.256348
4136.282227,4107.307617,4207.94873,4139.743652,4135.769043,4154.358887,4164.871582,4121.794922,4127.94873,4128.205078,4140.384766,4131.922852,4094.743652,4141.153809
4149.487305,4102.05127,4178.974121,4111.666504,4168.717773,4161.153809,4170.256348,4171.410156,4176.794922,4183.974121,4195.641113,4157.436035,4225.769043,4172.05127
4132.820313,4141.666504,4199.230957,4135,4133.974121,4155.769043,4135.897461,4112.563965,4127.563965,4124.487305,4109.102539,4121.025879,4129.102539,4089.102539
4176.922852,4169.615234,4171.922852,4158.717773,4181.153809,4165.641113,4173.589844,4180.384766,4178.077148,4172.179688,4181.410156,4156.922852,4172.820313,4174.615234
4173.589844,4137.563965,4225.769043,4118.461426,4149.358887,4158.717773,4173.717773,4173.846191,4178.205078,4184.102539,4229.487305,4200.512695,4237.692383,4186.410156
4151.153809,4178.846191,4147.820313,4153.077148,4152.820313,4156.922852,4146.410156,4182.05127,4142.563965,4142.05127,4133.589844,4137.05127,4169.743652,4122.563965
4168.717773,4190.897461,4273.846191,4217.307617,4156.025879,4158.717773,4153.974121,4140,4141.153809,4141.794922,4111.666504,4153.333496,4120.641113,4167.05127
4143.333496,4172.307617,4161.410156,4148.717773,4137.94873,4158.589844,4136.410156,4139.230957,4136.922852,4144.358887,4142.820313,4156.153809,4186.153809,4249.871582
4121.666504,4117.436035,4138.333496,4114.102539,4122.94873,4155.512695,4119.871582,4123.205078,4119.487305,4120.897461,4100.384766,4113.205078,4148.717773,4112.307617
4188.717773,4184.615234,4136.282227,4213.717773,4200,4164.615234,4199.102539,4186.922852,4192.307617,4185.256348,4173.846191,4185,4229.615234,4188.974121
4177.307617,4212.179688,4050,4158.717773,4178.461426,4169.230957,4162.820313,4181.025879,4188.333496,4190,4213.205078,4198.589844,4198.205078,4192.94873
4150.512695,4102.820313,4147.436035,4076.410156,4136.922852,4153.717773,4155.769043,4166.794922,4166.666504,4175.641113,4221.410156,4173.974121,4205.641113,4157.05127
4163.589844,4186.410156,4161.282227,4170.384766,4166.025879,4165,4171.282227,4169.358887,4162.94873,4163.205078,4138.846191,4166.410156,4156.666504,4156.666504
